Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Date
---,Iran,2020-03-29 23:08:13,38309.0,2640.0,12391.0,23278.0,2020-03-29
---,Iraq,2020-03-29 23:08:13,547.0,42.0,143.0,362.0,2020-03-29
---,Ireland,2020-03-29 23:08:13,2615.0,46.0,5.0,2564.0,2020-03-29
---,Israel,2020-03-29 23:08:13,4247.0,15.0,132.0,4100.0,2020-03-29
---,Italy,2020-03-29 23:08:13,97689.0,10779.0,13030.0,73880.0,2020-03-29
---,Jamaica,2020-03-29 23:08:13,32.0,1.0,2.0,29.0,2020-03-29
---,Japan,2020-03-29 23:08:13,1866.0,54.0,424.0,1388.0,2020-03-29
---,Jordan,2020-03-29 23:08:13,259.0,3.0,18.0,238.0,2020-03-29
---,Kazakhstan,2020-03-29 23:08:13,284.0,1.0,20.0,263.0,2020-03-29
---,Kenya,2020-03-29 23:08:13,42.0,1.0,1.0,40.0,2020-03-29
---,"Korea, South",2020-03-29 23:08:13,9583.0,152.0,5033.0,4398.0,2020-03-29
---,Kosovo,2020-03-29 23:08:13,94.0,1.0,1.0,92.0,2020-03-29
---,Kuwait,2020-03-29 23:08:13,255.0,0.0,67.0,188.0,2020-03-29
---,Kyrgyzstan,2020-03-29 23:08:13,84.0,0.0,0.0,84.0,2020-03-29
---,Laos,2020-03-29 23:08:13,8.0,0.0,0.0,8.0,2020-03-29
---,Latvia,2020-03-29 23:08:13,347.0,0.0,1.0,346.0,2020-03-29
---,Lebanon,2020-03-29 23:08:13,438.0,10.0,30.0,398.0,2020-03-29
---,Liberia,2020-03-29 23:08:13,3.0,0.0,0.0,3.0,2020-03-29
---,Libya,2020-03-29 23:08:13,8.0,0.0,0.0,8.0,2020-03-29
---,Liechtenstein,2020-03-29 23:08:13,56.0,0.0,0.0,56.0,2020-03-29
---,Lithuania,2020-03-29 23:08:13,460.0,7.0,1.0,452.0,2020-03-29
---,Luxembourg,2020-03-29 23:08:13,1950.0,21.0,40.0,1889.0,2020-03-29
---,MS Zaandam,2020-03-29 23:08:13,2.0,0.0,0.0,2.0,2020-03-29
---,Madagascar,2020-03-29 23:08:13,39.0,0.0,0.0,39.0,2020-03-29
---,Malaysia,2020-03-29 23:08:13,2470.0,35.0,388.0,2047.0,2020-03-29
---,Maldives,2020-03-29 23:08:13,17.0,0.0,13.0,4.0,2020-03-29
---,Mali,2020-03-29 23:08:13,18.0,1.0,0.0,17.0,2020-03-29
---,Malta,2020-03-29 23:08:13,151.0,0.0,2.0,149.0,2020-03-29
---,Mauritania,2020-03-29 23:08:13,5.0,0.0,2.0,3.0,2020-03-29
---,Mauritius,2020-03-29 23:08:13,107.0,3.0,0.0,104.0,2020-03-29
---,Mexico,2020-03-29 23:08:13,848.0,16.0,4.0,828.0,2020-03-29
---,Moldova,2020-03-29 23:08:13,263.0,2.0,2.0,259.0,2020-03-29
---,Monaco,2020-03-29 23:08:13,46.0,1.0,1.0,44.0,2020-03-29
---,Mongolia,2020-03-29 23:08:13,12.0,0.0,0.0,12.0,2020-03-29
---,Montenegro,2020-03-29 23:08:13,85.0,1.0,0.0,84.0,2020-03-29
---,Morocco,2020-03-29 23:08:13,479.0,26.0,13.0,440.0,2020-03-29
---,Mozambique,2020-03-29 23:08:13,8.0,0.0,0.0,8.0,2020-03-29
---,Namibia,2020-03-29 23:08:13,11.0,0.0,2.0,9.0,2020-03-29
---,Nepal,2020-03-29 23:08:13,5.0,0.0,1.0,4.0,2020-03-29
---,Netherlands,2020-03-29 23:08:13,10866.0,771.0,250.0,9845.0,2020-03-29
---,New Zealand,2020-03-29 23:08:13,514.0,1.0,56.0,457.0,2020-03-29
---,Nicaragua,2020-03-29 23:08:13,4.0,1.0,0.0,3.0,2020-03-29
---,Niger,2020-03-29 23:08:13,18.0,1.0,0.0,17.0,2020-03-29
---,Nigeria,2020-03-29 23:08:13,111.0,1.0,3.0,107.0,2020-03-29
---,North Macedonia,2020-03-29 23:08:13,259.0,6.0,3.0,250.0,2020-03-29
---,Norway,2020-03-29 23:08:13,4284.0,25.0,7.0,4252.0,2020-03-29
---,Oman,2020-03-29 23:08:13,167.0,0.0,23.0,144.0,2020-03-29
---,Pakistan,2020-03-29 23:08:13,1597.0,14.0,29.0,1554.0,2020-03-29
---,Panama,2020-03-29 23:08:13,901.0,17.0,4.0,880.0,2020-03-29
---,Papua New Guinea,2020-03-29 23:08:13,1.0,0.0,0.0,1.0,2020-03-29
---,Paraguay,2020-03-29 23:08:13,59.0,3.0,1.0,55.0,2020-03-29
---,Peru,2020-03-29 23:08:13,852.0,18.0,16.0,818.0,2020-03-29
---,Philippines,2020-03-29 23:08:13,1418.0,71.0,42.0,1305.0,2020-03-29
---,Poland,2020-03-29 23:08:13,1862.0,22.0,7.0,1833.0,2020-03-29
---,Portugal,2020-03-29 23:08:13,5962.0,119.0,43.0,5800.0,2020-03-29
---,Qatar,2020-03-29 23:08:13,634.0,1.0,48.0,585.0,2020-03-29
---,Romania,2020-03-29 23:08:13,1815.0,43.0,206.0,1566.0,2020-03-29
---,Russia,2020-03-29 23:08:13,1534.0,8.0,64.0,1462.0,2020-03-29
---,Rwanda,2020-03-29 23:08:13,70.0,0.0,0.0,70.0,2020-03-29
---,Saint Kitts and Nevis,2020-03-29 23:08:13,2.0,0.0,0.0,2.0,2020-03-29
---,Saint Lucia,2020-03-29 23:08:13,9.0,0.0,1.0,8.0,2020-03-29
---,Saint Vincent and the Grenadines,2020-03-29 23:08:13,1.0,0.0,1.0,0.0,2020-03-29
---,San Marino,2020-03-29 23:08:13,224.0,22.0,6.0,196.0,2020-03-29
---,Saudi Arabia,2020-03-29 23:08:13,1299.0,8.0,66.0,1225.0,2020-03-29
---,Senegal,2020-03-29 23:08:13,142.0,0.0,27.0,115.0,2020-03-29
---,Serbia,2020-03-29 23:08:13,741.0,13.0,0.0,728.0,2020-03-29
---,Seychelles,2020-03-29 23:08:13,8.0,0.0,0.0,8.0,2020-03-29
---,Singapore,2020-03-29 23:08:13,844.0,3.0,212.0,629.0,2020-03-29
---,Slovakia,2020-03-29 23:08:13,314.0,0.0,2.0,312.0,2020-03-29
---,Slovenia,2020-03-29 23:08:13,730.0,11.0,10.0,709.0,2020-03-29
---,Somalia,2020-03-29 23:08:13,3.0,0.0,0.0,3.0,2020-03-29
---,South Africa,2020-03-29 23:08:13,1280.0,2.0,31.0,1247.0,2020-03-29
---,Spain,2020-03-29 23:08:13,80110.0,6803.0,14709.0,58598.0,2020-03-29
---,Sri Lanka,2020-03-29 23:08:13,117.0,1.0,11.0,105.0,2020-03-29
---,Sudan,2020-03-29 23:08:13,6.0,1.0,0.0,5.0,2020-03-29
---,Suriname,2020-03-29 23:08:13,8.0,0.0,0.0,8.0,2020-03-29
---,Sweden,2020-03-29 23:08:13,3700.0,110.0,16.0,3574.0,2020-03-29
---,Switzerland,2020-03-29 23:08:13,14829.0,300.0,1595.0,12934.0,2020-03-29
---,Syria,2020-03-29 23:08:13,9.0,1.0,0.0,8.0,2020-03-29
---,Taiwan*,2020-03-29 08:04:48,298.0,2.0,30.0,266.0,2020-03-29
---,Tanzania,2020-03-29 23:08:13,14.0,0.0,1.0,13.0,2020-03-29
---,Thailand,2020-03-29 23:08:13,1388.0,7.0,97.0,1284.0,2020-03-29
---,Timor-Leste,2020-03-29 23:08:13,1.0,0.0,0.0,1.0,2020-03-29
---,Togo,2020-03-29 23:08:13,25.0,1.0,1.0,23.0,2020-03-29
---,Trinidad and Tobago,2020-03-29 23:08:13,78.0,3.0,1.0,74.0,2020-03-29
---,Tunisia,2020-03-29 23:08:13,312.0,8.0,2.0,302.0,2020-03-29
---,Turkey,2020-03-29 23:08:13,9217.0,131.0,105.0,8981.0,2020-03-29
---,Uganda,2020-03-29 23:08:13,33.0,0.0,0.0,33.0,2020-03-29
---,Ukraine,2020-03-29 23:08:13,475.0,10.0,6.0,459.0,2020-03-29
---,United Arab Emirates,2020-03-29 23:08:13,570.0,3.0,58.0,509.0,2020-03-29
---,United Kingdom,2020-03-29 23:08:13,19522.0,1228.0,135.0,18159.0,2020-03-29
---,Uruguay,2020-03-29 23:08:13,304.0,1.0,0.0,303.0,2020-03-29
---,Uzbekistan,2020-03-29 23:08:13,144.0,2.0,7.0,135.0,2020-03-29
---,Venezuela,2020-03-29 23:08:13,119.0,2.0,39.0,78.0,2020-03-29
---,Vietnam,2020-03-29 23:08:13,188.0,0.0,25.0,163.0,2020-03-29
---,West Bank and Gaza,2020-03-29 23:08:13,109.0,1.0,18.0,90.0,2020-03-29
---,Zambia,2020-03-29 23:08:13,29.0,0.0,0.0,29.0,2020-03-29
---,Zimbabwe,2020-03-29 23:08:13,7.0,1.0,0.0,6.0,2020-03-29
South Carolina,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,11.0,1.0,0.0,10.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,113.0,2.0,0.0,111.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Oklahoma,US,2020-03-30 22:52:45,4.0,0.0,0.0,4.0,2020-03-30
Colorado,US,2020-03-30 22:52:45,110.0,0.0,0.0,110.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Illinois,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Indiana,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Mississippi,US,2020-03-30 22:52:45,7.0,0.0,0.0,7.0,2020-03-30
Nebraska,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
North Dakota,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,8.0,0.0,0.0,8.0,2020-03-30
Washington,US,2020-03-30 22:52:45,7.0,0.0,0.0,7.0,2020-03-30
Wisconsin,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Vermont,US,2020-03-30 22:52:45,17.0,0.0,0.0,17.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,9.0,0.0,0.0,9.0,2020-03-30
Minnesota,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Florida,US,2020-03-30 22:52:45,79.0,0.0,0.0,79.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,7.0,0.0,0.0,7.0,2020-03-30
California,US,2020-03-30 22:52:45,283.0,7.0,0.0,276.0,2020-03-30
Colorado,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
New York,US,2020-03-30 22:52:45,217.0,1.0,0.0,216.0,2020-03-30
Wyoming,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,19.0,0.0,0.0,19.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Mississippi,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Alaska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Alaska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Illinois,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,26.0,0.0,0.0,26.0,2020-03-30
Oklahoma,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,7.0,1.0,0.0,6.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Maryland,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
New York,US,2020-03-30 22:52:45,7.0,0.0,0.0,7.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,290.0,2.0,0.0,288.0,2020-03-30
Indiana,US,2020-03-30 22:52:45,28.0,1.0,0.0,27.0,2020-03-30
Kansas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,11.0,0.0,0.0,11.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,4.0,0.0,0.0,4.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
California,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
California,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Mississippi,US,2020-03-30 22:52:45,4.0,0.0,0.0,4.0,2020-03-30
Alaska,US,2020-03-30 22:52:45,59.0,1.0,0.0,58.0,2020-03-30
Kansas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,2.0,1.0,0.0,1.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,31.0,1.0,0.0,30.0,2020-03-30
Tennessee,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Maine,US,2020-03-30 22:52:45,8.0,0.0,0.0,8.0,2020-03-30
Texas,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Maryland,US,2020-03-30 22:52:45,110.0,0.0,0.0,110.0,2020-03-30
Minnesota,US,2020-03-30 22:52:45,22.0,0.0,0.0,22.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Nebraska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Arizona,US,2020-03-30 22:52:45,17.0,0.0,0.0,17.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Texas,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Colorado,US,2020-03-30 22:52:45,241.0,3.0,0.0,238.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Colorado,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Arkansas,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,86.0,2.0,0.0,84.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Maine,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Nebraska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,153.0,5.0,0.0,148.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Wisconsin,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Arkansas,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Washington,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,17.0,0.0,0.0,17.0,2020-03-30
Texas,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Kansas,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,3.0,1.0,0.0,2.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
New Jersey,US,2020-03-30 22:52:45,29.0,0.0,0.0,29.0,2020-03-30
Oklahoma,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Mississippi,US,2020-03-30 22:52:45,9.0,0.0,0.0,9.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
South Dakota,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Texas,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Alabama,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,14.0,0.0,0.0,14.0,2020-03-30
Colorado,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Florida,US,2020-03-30 22:52:45,8.0,0.0,0.0,8.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,1.0,1.0,0.0,0.0,2020-03-30
Oregon,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Alabama,US,2020-03-30 22:52:45,18.0,1.0,0.0,17.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Maryland,US,2020-03-30 22:52:45,186.0,1.0,0.0,185.0,2020-03-30
Maryland,US,2020-03-30 22:52:45,152.0,2.0,0.0,150.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Nebraska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Kansas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Alabama,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
West Virginia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
North Dakota,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Massachusetts,US,2020-03-30 22:52:45,173.0,2.0,0.0,171.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Wisconsin,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,7.0,1.0,0.0,6.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Indiana,US,2020-03-30 22:52:45,10.0,0.0,0.0,10.0,2020-03-30
Kansas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,121.0,1.0,0.0,120.0,2020-03-30
Texas,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Arkansas,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Florida,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,9.0,0.0,0.0,9.0,2020-03-30
Wisconsin,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
South Dakota,US,2020-03-30 22:52:45,20.0,0.0,0.0,20.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,4.0,0.0,0.0,4.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,74.0,1.0,0.0,73.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,5.0,0.0,0.0,5.0,2020-03-30
Oklahoma,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,44.0,0.0,0.0,44.0,2020-03-30
Utah,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Montana,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Minnesota,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Oklahoma,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Tennessee,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Texas,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
New Hampshire,US,2020-03-30 22:52:45,9.0,0.0,0.0,9.0,2020-03-30
Kentucky,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Texas,US,2020-03-30 22:52:45,36.0,1.0,0.0,35.0,2020-03-30
Ohio,US,2020-03-30 22:52:45,8.0,0.0,0.0,8.0,2020-03-30
Minnesota,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
South Dakota,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Vermont,US,2020-03-30 22:52:45,16.0,0.0,0.0,16.0,2020-03-30
North Dakota,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Colorado,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Arkansas,US,2020-03-30 22:52:45,35.0,0.0,0.0,35.0,2020-03-30
Indiana,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,7.0,0.0,0.0,7.0,2020-03-30
Minnesota,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Mississippi,US,2020-03-30 22:52:45,4.0,0.0,0.0,4.0,2020-03-30
Missouri,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Oregon,US,2020-03-30 22:52:45,9.0,0.0,0.0,9.0,2020-03-30
Tennessee,US,2020-03-30 22:52:45,3.0,0.0,0.0,3.0,2020-03-30
Washington,US,2020-03-30 22:52:45,102.0,5.0,0.0,97.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
New Jersey,US,2020-03-30 22:52:45,2482.0,23.0,0.0,2459.0,2020-03-30
South Carolina,US,2020-03-30 22:52:45,14.0,0.0,0.0,14.0,2020-03-30
West Virginia,US,2020-03-30 22:52:45,14.0,0.0,0.0,14.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,82.0,0.0,0.0,82.0,2020-03-30
Massachusetts,US,2020-03-30 22:52:45,162.0,3.0,0.0,159.0,2020-03-30
New Mexico,US,2020-03-30 22:52:45,101.0,1.0,0.0,100.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Michigan,US,2020-03-30 22:52:45,32.0,0.0,0.0,32.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,5.0,0.0,0.0,5.0,2020-03-30
Alaska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Texas,US,2020-03-30 22:52:45,157.0,6.0,0.0,151.0,2020-03-30
Alabama,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,15.0,0.0,0.0,15.0,2020-03-30
Louisiana,US,2020-03-30 22:52:45,5.0,1.0,0.0,4.0,2020-03-30
Montana,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Wyoming,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Minnesota,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
North Dakota,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Iowa,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Indiana,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
North Carolina,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Idaho,US,2020-03-30 22:52:45,130.0,2.0,0.0,128.0,2020-03-30
Montana,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Nebraska,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Oklahoma,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Pennsylvania,US,2020-03-30 22:52:45,6.0,0.0,0.0,6.0,2020-03-30
Texas,US,2020-03-30 22:52:45,1.0,0.0,0.0,1.0,2020-03-30
Virginia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Georgia,US,2020-03-30 22:52:45,0.0,0.0,0.0,0.0,2020-03-30
Tennessee,US,2020-03-30 22:52:45,2.0,0.0,0.0,2.0,2020-03-30
